Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,video_clip_path,Utterance_stemmed,Utterance_tokenized,emotion_neutral,emotion_anger,emotion_joy,emotion_sadness,emotion_surprise
5676,"No-no, ImIm sure no one was looking. Just want some privacy.",Ross,neutral,572,13,8,23,"00:09:49,785","00:09:53,831",train_data/dia572_utt13.mp4,no-no im im sure one look just want privaci,"['no-no', 'i\x92m', 'i\x92m', 'sure', 'one', 'look', 'just', 'want', 'privaci']",0.69881874,0.11519572,0.15284073,0.01758649,0.015513567
5677,You miss your girlfriend?,Evil Bitch,neutral,572,14,8,23,"00:09:57,793","00:09:59,670",train_data/dia572_utt14.mp4,you miss girlfriend,"['you', 'miss', 'girlfriend']",0.5936387,0.093808085,0.2160701,0.06467262,0.031725295
5693,Say it!,Rachel,joy,573,9,6,17,"00:16:10,761","00:16:11,803",train_data/dia573_utt9.mp4,say,['say'],0.17402056,0.012495169,0.79876715,0.0117220925,0.0029705921
5704,How?! When?!,Joey,surprise,574,9,5,5,"00:20:30,520","00:20:32,355",train_data/dia574_utt9.mp4,how when,"['how', 'when']",0.32097188,0.066519395,0.095493674,0.043948684,0.472667
5723,You got a better idea?,Joey,neutral,576,3,2,6,"0:16:02,393","0:16:03,178",train_data/dia576_utt3.mp4,you got better idea,"['you', 'got', 'better', 'idea']",0.56283,0.1384427,0.13902771,0.123116866,0.03639245
5728,We have to assign heads to something.,Chandler,neutral,576,8,2,6,"00:16:12,221","00:16:14,222",train_data/dia576_utt8.mp4,we assign head someth,"['we', 'assign', 'head', 'someth']",0.7597651,0.0777252,0.12585577,0.017857617,0.018758522
5744,I could be Chandlers new roommate.,Mr. Heckles,surprise,578,5,3,6,"0:10:23,665","0:10:25,551",train_data/dia578_utt5.mp4,i could chandler new roommat,"['i', 'could', 'chandler\x92', 'new', 'roommat']",0.28176823,0.028124832,0.3091817,0.00057161687,0.38034448
5750,"Oh, hey guys!",Chandler,joy,579,1,3,10,"00:16:40,791","00:16:42,208",train_data/dia579_utt1.mp4,oh hey guy,"['oh', 'hey', 'guy']",0.2812776,0.09940129,0.5923176,0.011426703,0.015523388
5756,"Okay, cmon guys, show us where the presents are!",Phoebe,neutral,583,0,6,10,"00:16:59,476","00:17:01,978",train_data/dia583_utt0.mp4,okay cmon guy show us present,"['okay', 'c\x92mon', 'guy', 'show', 'us', 'present']",0.6834397,0.08081522,0.1345459,0.073832996,0.027271176
5773,"This is your grandmothers engagement ring, I want you to give it to Rachel.",Mrs. Geller,joy,584,7,8,23,"00:07:09,750","00:07:14,130",train_data/dia584_utt7.mp4,thi grandmother engag ring i want give rachel,"['thi', 'grandmother\x92', 'engag', 'ring', 'i', 'want', 'give', 'rachel']",0.27915022,0.078962855,0.59861284,0.018872306,0.02433889
5811,"But ifno look, okay. These jerks might not care about you, but the universe does! And that says a lot!",Phoebe,sadness,589,5,7,13,"00:19:13,819","00:19:21,200",train_data/dia589_utt5.mp4,but ifno look okay these jerk might care univers and say lot,"['but', 'if\x97no', 'look', 'okay', 'these', 'jerk', 'might', 'care', 'univers', 'and', 'say', 'lot']",0.25098032,0.06662296,0.060720433,0.5995582,0.021865355
5827,Im having a really good time!,Phoebe,joy,590,4,7,5,"00:08:19,290","00:08:21,374",train_data/dia590_utt4.mp4,im realli good time,"['i\x92m', 'realli', 'good', 'time']",0.58186865,0.079637825,0.23974955,0.05470222,0.043964434
5843,Mine!,Joey,neutral,591,2,5,7,"00:12:07,268","00:12:08,601",train_data/dia591_utt2.mp4,mine,['mine'],0.79750484,0.038371198,0.1081748,0.040743485,0.015163136
5849,"All right, hold on!",Joey,neutral,592,4,5,12,"0:11:22,682","0:11:23,308",train_data/dia592_utt4.mp4,all right hold,"['all', 'right', 'hold']",0.53570145,0.07918886,0.25769874,0.08117173,0.046174053
5853,He's our friend.,Joey,neutral,592,8,5,12,"0:11:26,852","0:11:27,564",train_data/dia592_utt8.mp4,he 's friend,"['he', ""'s"", 'friend']",0.59686637,0.09463399,0.21222629,0.060671363,0.035480067
5864,Oh God!,Robert,sadness,593,3,3,13,"0:17:50,152","0:17:51,534",train_data/dia593_utt3.mp4,oh god,"['oh', 'god']",0.32425922,0.05211228,0.056367286,0.54172105,0.025260344
5873,Terry!,Joey,sadness,594,1,7,4,"0:18:42,747","0:18:43,248",train_data/dia594_utt1.mp4,terri,['terri'],0.48161742,0.16001378,0.07502807,0.22624137,0.05679533
5892,"Yeah, but only a genius would swallow a sonic blaster gun.",Phoebe,neutral,596,2,6,5,"00:13:45,032","00:13:48,243",train_data/dia596_utt2.mp4,yeah geniu would swallow sonic blaster gun,"['yeah', 'geniu', 'would', 'swallow', 'sonic', 'blaster', 'gun']",0.7783357,0.09797211,0.07179194,0.020980004,0.03089766
5894,"Joey, you know you dont actually have one.",Monica,neutral,596,4,6,5,"00:13:56,168","00:13:58,461",train_data/dia596_utt4.mp4,joey know dont actual one,"['joey', 'know', 'don\x92t', 'actual', 'one']",0.8375965,0.032054845,0.080878384,0.02373136,0.02565052
5900,But you-you cant leave me with them! We-were a team! Were playing a zone! Theyre gonna triple team me!,Phoebe,anger,596,10,6,5,"00:14:15,729","00:14:20,733",train_data/dia596_utt10.mp4,but you-you cant leav we-wer team wer play zone theyr gon na tripl team,"['but', 'you-you', 'can\x92t', 'leav', 'we-we\x92r', 'team', 'we\x92r', 'play', 'zone', 'they\x92r', 'gon', 'na', 'tripl', 'team']",0.2978774,0.58139545,0.07353968,0.02723116,0.019861909
5922,"I wont care, because I know you will be feeling it all in here.",Monica,neutral,597,10,6,14,"00:13:31,352","00:13:35,980",train_data/dia597_utt10.mp4,i wont care i know feel,"['i', 'won\x92t', 'care', 'i', 'know', 'feel']",0.85310507,0.043919105,0.07077898,0.018943796,0.013229012
5937,"Hey Mon, you might wanna make some more lasagna too, because something mightve happened to a huge chunk of it.",Joey,neutral,599,8,7,9,"00:05:06,431","00:05:11,393",train_data/dia599_utt8.mp4,hey mon might wan na make lasagna someth mightv happen huge chunk,"['hey', 'mon', 'might', 'wan', 'na', 'make', 'lasagna', 'someth', 'might\x92v', 'happen', 'huge', 'chunk']",0.8304505,0.03585823,0.08904569,0.022211991,0.02239532
5940,Sure!,Phoebe,neutral,599,11,7,9,"00:05:24,615","00:05:26,408",train_data/dia599_utt11.mp4,sure,['sure'],0.83606684,0.059436608,0.07595952,0.013813654,0.014681066
5962,Eight whole days.,Ben,neutral,603,1,7,10,"00:20:14,838","00:20:16,797",train_data/dia603_utt1.mp4,eight whole day,"['eight', 'whole', 'day']",0.8904444,0.033618193,0.035326295,0.025982829,0.014567774
5966,My favorite part was when,Chandler,neutral,603,5,7,10,"00:20:23,430","00:20:29,268",train_data/dia603_utt5.mp4,my favorit part,"['my', 'favorit', 'part']",0.7529468,0.026595065,0.19349603,0.02135514,0.0055674613
5969,Oh.,Phoebe,neutral,603,8,7,10,"00:20:54,419","00:20:55,795",train_data/dia603_utt8.mp4,oh,['oh'],0.8773669,0.034544006,0.022882953,0.029574348,0.035610896
5971,"Come on, come on, were-were-were lighting the candles!",Ross,joy,603,10,7,10,"00:21:01,551","00:21:03,886",train_data/dia603_utt10.mp4,come come were-were-wer light candl,"['come', 'come', 'we\x92re-we\x92re-we\x92r', 'light', 'candl']",0.43212077,0.14663182,0.24865739,0.08111473,0.09138755
5972,Oh.,Rachel,neutral,603,11,7,10,"0:21:04,054","0:21:04,513",train_data/dia603_utt11.mp4,oh,['oh'],0.7689474,0.13411328,0.06596429,0.021707952,0.009225431
5974,"Okay, I understand why",Phoebe,neutral,603,13,7,10,"00:21:09,184","00:21:10,935",train_data/dia603_utt13.mp4,okay i understand,"['okay', 'i', 'understand']",0.7756188,0.049563177,0.112847984,0.049876224,0.0120363105
5978,"Wow! Thats exciting, you went to Japan, made up a woman.",Phoebe,surprise,604,2,3,21,"00:07:19,897","00:07:23,567",train_data/dia604_utt2.mp4,wow that excit went japan made woman,"['wow', 'that\x92', 'excit', 'went', 'japan', 'made', 'woman']",0.14924623,0.05683653,0.07709242,0.037214145,0.6792056
5989,"No Im serious. I mean Im intuitive, but my memory sucks.",Phoebe,neutral,604,13,3,21,"00:07:59,437","00:08:02,230",train_data/dia604_utt13.mp4,no im seriou i mean im intuit memori suck,"['no', 'i\x92m', 'seriou', 'i', 'mean', 'i\x92m', 'intuit', 'memori', 'suck']",0.79810053,0.07014596,0.036852285,0.035323944,0.059439342
6028,Yeah.,Rachel,neutral,607,15,1,3,"00:17:53,614","00:17:55,406",train_data/dia607_utt15.mp4,yeah,['yeah'],0.7575722,0.0661665,0.13556333,0.024477113,0.016151384
6050,"Oh, look look look.",Phoebe,surprise,608,0,1,7,"0:20:45,160","0:20:45,953",train_data/dia608_utt0.mp4,oh look look look,"['oh', 'look', 'look', 'look']",0.8309657,0.0311519,0.09442363,0.01320203,0.030242644
6065,"No, it's ok! Made me feel like a rock star!",Ross,joy,610,4,9,23,"00:30:52,725","00:30:55,686",train_data/dia610_utt4.mp4,no 's ok made feel like rock star,"['no', ""'s"", 'ok', 'made', 'feel', 'like', 'rock', 'star']",0.06829269,0.017107455,0.8905451,0.01933263,0.0046574306
6104,I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!,Monica,anger,613,9,7,3,"00:19:01,014","00:19:06,811",train_data/dia613_utt9.mp4,i believ i spent last two day tri figur recip cupboard whole time,"['i', 'believ', 'i', 'spent', 'last', 'two', 'day', 'tri', 'figur', 'recip', 'cupboard', 'whole', 'time']",0.36143282,0.49846706,0.08101964,0.025705567,0.033262607
6109,Rachel didn't you just light that?,Kim,neutral,614,3,5,18,"00:14:41,130","00:14:43,131",train_data/dia614_utt3.mp4,rachel n't light,"['rachel', ""n't"", 'light']",0.7532339,0.06187012,0.14158945,0.017337963,0.025939187
6110,"Yeah, I did, but y'know what? I am really, really trying to cut back, y'know?  Good luck, Rach.",Rachel,neutral,614,4,5,18,"00:14:43,299","00:14:50,197",train_data/dia614_utt4.mp4,yeah i y'know i realli realli tri cut back y'know good luck rach,"['yeah', 'i', ""y'know"", 'i', 'realli', 'realli', 'tri', 'cut', 'back', ""y'know"", 'good', 'luck', 'rach']",0.7534386,0.068114795,0.10198854,0.034537166,0.041889835
6117,Oh but you could.,Rachel,neutral,614,11,5,18,"0:15:06,572","0:15:07,424",train_data/dia614_utt11.mp4,oh could,"['oh', 'could']",0.6385096,0.052758716,0.199019,0.08236463,0.027277421
6121,We can get--what are those--those patches!,Rachel,neutral,614,15,5,18,"0:15:09,334","0:15:11,126",train_data/dia614_utt15.mp4,we get -- -- patch,"['we', 'get', '--', '--', 'patch']",0.60697395,0.1305485,0.20078382,0.027244551,0.034372214
6126,Okay then!,Rachel,joy,614,20,5,18,"00:15:31,096","00:15:32,597",train_data/dia614_utt20.mp4,okay,['okay'],0.69580245,0.06568856,0.16947274,0.036508784,0.032468725
6128,"Well, maybe it's a contest, y'know? Like, collect all five?",Chandler,neutral,615,0,1,3,"00:14:12,768","00:14:15,395",train_data/dia615_utt0.mp4,well mayb 's contest y'know like collect five,"['well', 'mayb', ""'s"", 'contest', ""y'know"", 'like', 'collect', 'five']",0.8114165,0.08641543,0.081282765,0.012235468,0.008629756
6138,"And Ross, with his over-pronouncing every single word?",Chandler,anger,615,10,1,3,"00:14:37,167","00:14:39,335",train_data/dia615_utt10.mp4,and ross over-pronounc everi singl word,"['and', 'ross', 'over-pronounc', 'everi', 'singl', 'word']",0.14907496,0.7383816,0.07627814,0.03291405,0.003173838
6146,"Oh,  ""you do, do you""?",Joey,anger,615,18,1,3,"00:15:19,293","00:15:21,544",train_data/dia615_utt18.mp4,oh `` '',"['oh', '``', '``']",0.39626983,0.23511906,0.22880782,0.054992206,0.084730916
6148,"""Indeed there isn't""... I should really get back to work.",Rachel,joy,615,20,1,3,"00:15:31,055","00:15:37,769",train_data/dia615_utt20.mp4,`` inde n't '' ... i realli get back work,"['``', 'inde', ""n't"", '``', '...', 'i', 'realli', 'get', 'back', 'work']",0.2804925,0.031416822,0.63637227,0.02391746,0.027693735
6150,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.",Rachel,anger,615,22,1,3,"00:15:42,358","00:15:46,694",train_data/dia615_utt22.mp4,ohh-ho-hooohhh the hair come glove come,"['ohh-ho-hooohhh', 'the', 'hair', 'come', 'glove', 'come']",0.2985863,0.49212834,0.13606983,0.051375903,0.02162522
6151,Awww! Mel Torme died.,Joey,sadness,616,0,7,11,"00:05:55,188","00:05:59,191",train_data/dia616_utt0.mp4,awww mel torm die,"['awww', 'mel', 'torm', 'die']",0.31913903,0.058795214,0.21800055,0.35051027,0.053389397
6152,"Joey, that papers like a year old!",Monica,neutral,616,1,7,11,"00:05:59,359","00:06:01,818",train_data/dia616_utt1.mp4,joey paper like year old,"['joey', 'paper\x92', 'like', 'year', 'old']",0.69108206,0.013784537,0.22083437,0.03147178,0.042811126
6163,"I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!""",Phoebe,anger,617,7,7,10,"00:03:32,879","00:03:36,340",train_data/dia617_utt7.mp4,i 'm sorri i 'm hang hope rachel i live togeth on-on `` probabl '',"['i', ""'m"", 'sorri', 'i', ""'m"", 'hang', 'hope', 'rachel', 'i', 'live', 'togeth', 'on-on', '``', 'probabl', '``']",0.21490288,0.60786885,0.08075193,0.020315537,0.07599384
6175,"Well then he gets a divorce, its Ross!",Rachel,neutral,619,5,8,24,"00:14:47,458","00:14:50,627",train_data/dia619_utt5.mp4,well get divorc it ross,"['well', 'get', 'divorc', 'it\x92', 'ross']",0.69767565,0.09291195,0.16313049,0.030666603,0.015565952
6180,"And Tim I just wanna say, good luck here.",Phoebe,neutral,620,0,8,5,"00:18:21,350","00:18:25,019",train_data/dia620_utt0.mp4,and tim i wan na say good luck,"['and', 'tim', 'i', 'wan', 'na', 'say', 'good', 'luck']",0.64586824,0.08669136,0.19262184,0.03990381,0.034870747
6195,"Look at that guy for example, I mean normally thats not someone I would-would be attracted to, but right now, with the way Im feeling, all I want to do is rip off his sweatpants and fanny pack.",Rachel,neutral,622,6,8,11,"00:00:20,729","00:00:28,110",train_data/dia622_utt6.mp4,look guy exampl i mean normal that someon i would-would attract right way im feel i want rip sweatpant fanni pack,"['look', 'guy', 'exampl', 'i', 'mean', 'normal', 'that\x92', 'someon', 'i', 'would-would', 'attract', 'right', 'way', 'i\x92m', 'feel', 'i', 'want', 'rip', 'sweatpant', 'fanni', 'pack']",0.8132065,0.07513706,0.05819212,0.03864462,0.0147754885
6212,And the guys from work had a blast.,Ross,joy,623,8,4,22,"00:12:18,070","00:12:19,821",train_data/dia623_utt8.mp4,and guy work blast,"['and', 'guy', 'work', 'blast']",0.49186862,0.060908835,0.3775185,0.033791758,0.035858635
6219,"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.",Ross,surprise,623,15,4,22,"00:12:42,303","00:12:50,560",train_data/dia623_utt15.mp4,that ring when grandmoth first came countri ring cloth back,"['that', 'ring', 'when', 'grandmoth', 'first', 'came', 'countri', 'ring', 'cloth', 'back']",0.13670535,0.031894617,0.11096396,0.02346635,0.6968155
6234,Maybe Ill take her to that new French restaurant down the street,Ross,neutral,625,10,7,17,"00:11:34,151","00:11:37,862",train_data/dia625_utt10.mp4,mayb ill take new french restaur street,"['mayb', 'i\x92ll', 'take', 'new', 'french', 'restaur', 'street']",0.96035594,0.0033875345,0.020715604,0.014781309,0.0007551557
6237,I dont have the money to take her to a fancy place like that.,Joey,anger,625,13,7,17,"00:11:41,701","00:11:44,577",train_data/dia625_utt13.mp4,i dont money take fanci place like,"['i', 'don\x92t', 'money', 'take', 'fanci', 'place', 'like']",0.073949605,0.8903327,0.020214813,0.012039926,0.003250782
6265,"Hey Gunther, these yours?",Joey,neutral,628,3,6,5,"00:01:47,982","00:01:50,609",train_data/dia628_utt3.mp4,hey gunther,"['hey', 'gunther']",0.74982375,0.022186032,0.15679754,0.039453983,0.031684846
6267,Na-uh!  Hey did anybody lose their keys?,Joey,neutral,628,5,6,5,"00:02:01,746","00:02:03,497",train_data/dia628_utt5.mp4,na-uh hey anybodi lose key,"['na-uh', 'hey', 'anybodi', 'lose', 'key']",0.842788,0.04368951,0.06329588,0.021257674,0.028953439
6286,Hello?,Monica,neutral,629,9,2,2,"00:08:14,118","00:08:15,243",train_data/dia629_utt9.mp4,hello,['hello'],0.6678817,0.012191278,0.27808583,0.02674377,0.015070141
6287,"Oh, Hi, JuHi, Jew!",Monica,neutral,629,10,2,2,"00:08:15,411","00:08:19,998",train_data/dia629_utt10.mp4,oh hi juhi jew,"['oh', 'hi', 'ju\x97\x97hi', 'jew']",0.7645074,0.071647406,0.12207082,0.025554126,0.016181752
6298,"What the smell from Joeys? No, I can hardly smell it over here.",Phoebe,surprise,630,3,6,18,"00:11:43,869","00:11:45,745",train_data/dia630_utt3.mp4,what smell joey no i hardli smell,"['what', 'smell', 'joey\x92', 'no', 'i', 'hardli', 'smell']",0.051482473,0.039785143,0.08143646,0.020634366,0.80646336
6314,Are you crazy?,Monica,anger,632,3,9,1,"0:14:42,554","0:14:43,106",train_data/dia632_utt3.mp4,are crazi,"['are', 'crazi']",0.3852212,0.16621748,0.34186935,0.04457973,0.06197261
6316,Its-its so  inappropriate.,Monica,anger,632,5,9,1,"0:14:46,468","0:14:48,070",train_data/dia632_utt5.mp4,its-it inappropri,"['it\x92s-it\x92', 'inappropri']",0.4926774,0.287197,0.14908986,0.037733328,0.033233207
6321,You cant marry him!,Monica,sadness,632,10,9,1,"00:14:57,897","00:15:00,273",train_data/dia632_utt10.mp4,you cant marri,"['you', 'can\x92t', 'marri']",0.44437137,0.041688632,0.02762624,0.47066087,0.015603212
6330,Here comes the bride.,Mrs. Geller,joy,633,1,7,24,"00:07:58,102","00:08:00,700",train_data/dia633_utt1.mp4,here come bride,"['here', 'come', 'bride']",0.39228663,0.10880687,0.34242463,0.12036362,0.035933334
6334,Im so happy for me.,Monica,joy,633,5,7,24,"00:08:12,992","00:08:14,784",train_data/dia633_utt5.mp4,im happi,"['i\x92m', 'happi']",0.22801176,0.03585222,0.65592074,0.07251756,0.0076182284
6346,And I loved being Fun Aunt Rachel but Ill go back to being Boring and Uncomfortable Aunt Rachel if thats what you want!,Rachel,anger,634,3,7,16,"00:17:50,027","00:17:54,238",train_data/dia634_utt3.mp4,and i love fun aunt rachel ill go back bore uncomfort aunt rachel that want,"['and', 'i', 'love', 'fun', 'aunt', 'rachel', 'i\x92ll', 'go', 'back', 'bore', 'uncomfort', 'aunt', 'rachel', 'that\x92', 'want']",0.33374688,0.43295896,0.11418949,0.09630626,0.022510283
6358,"Uh sir, may I see your tickets please?",Airline Employee,neutral,635,6,8,3,"00:08:29,091","00:08:34,179",train_data/dia635_utt6.mp4,uh sir may i see ticket pleas,"['uh', 'sir', 'may', 'i', 'see', 'ticket', 'pleas']",0.65051645,0.080119476,0.19185936,0.039671116,0.037772443
6375,You spent a hundred dollars. Thats the limit. Youre screwed!,Joey,joy,637,0,7,17,"00:14:09,181","00:14:13,643",train_data/dia637_utt0.mp4,you spent hundr dollar that limit your screw,"['you', 'spent', 'hundr', 'dollar', 'that\x92', 'limit', 'you\x92r', 'screw']",0.38233814,0.03048903,0.50418305,0.06761045,0.015257403
6379,I dont know.,Joey,neutral,637,4,7,17,"0:14:28,952","0:14:30,484",train_data/dia637_utt4.mp4,i dont know,"['i', 'don\x92t', 'know']",0.74195033,0.02656088,0.10462342,0.1205802,0.00616966
6389,Hey!,Ross,surprise,638,2,7,13,"00:06:00,318","00:06:01,818",train_data/dia638_utt2.mp4,hey,['hey'],0.6024601,0.058465358,0.11016299,0.031974092,0.19685721
6395,"Oh, thats okay, I cant wait to see everything again! All of the memories",Monica,joy,638,8,7,13,"00:06:25,510","00:06:28,720",train_data/dia638_utt8.mp4,oh that okay i cant wait see everyth all memori,"['oh', 'that\x92', 'okay', 'i', 'can\x92t', 'wait', 'see', 'everyth', 'all', 'memori']",0.3931741,0.04145308,0.48525405,0.043790925,0.036214788
6423,"Yes, thats very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",Mr. Posner,neutral,640,12,4,9,"00:07:13,182","00:07:22,941",train_data/dia640_utt12.mp4,ye that good now uh big part job cultiv person relationship especi design,"['ye', 'that\x92', 'good', 'now', 'uh', 'big', 'part', 'job', 'cultiv', 'person', 'relationship', 'especi', 'design']",0.799485,0.05011364,0.08711087,0.031858645,0.031387832
6465,It,Monica,neutral,645,12,8,20,"00:14:33,694","00:14:35,904",train_data/dia645_utt12.mp4,it,['it'],0.72094965,0.06560432,0.14606105,0.032194667,0.035152655
6466,Hey!,Ross,joy,645,13,8,20,"00:14:43,704","00:14:45,205",train_data/dia645_utt13.mp4,hey,['hey'],0.5089815,0.06411702,0.29826465,0.09212599,0.036410183
6471,Oh my God! This is it!   I really hope its you!,Rachel,joy,646,1,7,6,"00:00:08,717","00:00:12,845",train_data/dia646_utt1.mp4,oh god thi i realli hope it,"['oh', 'god', 'thi', 'i', 'realli', 'hope', 'it\x92']",0.46779087,0.08982218,0.34694338,0.05527887,0.040081967
6477,"Like hypothetically, if Phoebe were mine",Monica,neutral,646,7,7,6,"0:00:29,279","0:00:31,281",train_data/dia646_utt7.mp4,like hypothet phoeb mine,"['like', 'hypothet', 'phoeb', 'mine']",0.6386395,0.07363545,0.15050596,0.04410105,0.093066126
6486,"Well thats the best part. Umm,",Monica,neutral,646,15,7,6,"00:00:50,967","00:00:54,678",train_data/dia646_utt15.mp4,well that best part umm,"['well', 'that\x92', 'best', 'part', 'umm']",0.72611636,0.04567348,0.096961394,0.06970544,0.061499514
6519,I would like to meet him. He sounds like a stand up guy.,Joey,neutral,649,17,8,12,"00:05:19,736","00:05:23,530",train_data/dia649_utt17.mp4,i would like meet he sound like stand guy,"['i', 'would', 'like', 'meet', 'he', 'sound', 'like', 'stand', 'guy']",0.7122795,0.08526429,0.16381033,0.020616736,0.017940033
6546,What are you guys doing here?,Monica,anger,651,10,1,11,"00:11:56,507","00:11:58,550",train_data/dia651_utt10.mp4,what guy,"['what', 'guy']",0.20863868,0.5273195,0.15699409,0.042246122,0.06456318
6612,"Oh, my fiancee wants the Swing Kings.",Monica,neutral,657,13,7,17,"00:04:45,493","00:04:49,204",train_data/dia657_utt13.mp4,oh fiance want swing king,"['oh', 'fiance', 'want', 'swing', 'king']",0.667261,0.068269216,0.15994294,0.06146977,0.042977337
6617,Now that you know what you want you should go to Kleinmans and get it half off.,Rachel,neutral,657,17,7,17,"00:05:02,719","00:05:06,346",train_data/dia657_utt17.mp4,now know want go kleinman get half,"['now', 'know', 'want', 'go', 'kleinman\x92', 'get', 'half']",0.65132326,0.15451434,0.13079756,0.03437497,0.028880605
6625,"What are you, insane?",Chandler,anger,658,5,1,20,"0:01:55,992","0:01:57,641",train_data/dia658_utt5.mp4,what insan,"['what', 'insan']",0.37814242,0.38772282,0.14916548,0.022790955,0.062021293
6661,Okay.,Paul,neutral,660,0,6,23,"00:04:56,629","00:04:58,505",train_data/dia660_utt0.mp4,okay,['okay'],0.58353436,0.14796838,0.15848504,0.08382333,0.02613015
6666,And instead my parents got me this little plastic chicken that you hop around on.,Paul,anger,660,4,6,23,"00:05:05,471","00:05:12,311",train_data/dia660_utt4.mp4,and instead parent got littl plastic chicken hop around,"['and', 'instead', 'parent', 'got', 'littl', 'plastic', 'chicken', 'hop', 'around']",0.12967764,0.7957793,0.05524482,0.009290261,0.0099519715
6677,Oh!,Rachel,surprise,660,15,6,23,"00:07:12,473","00:07:14,182",train_data/dia660_utt15.mp4,oh,['oh'],0.22821167,0.08348127,0.12470122,0.05373074,0.5096991
6691,"Oh, actually I sorta have plans.",Annabelle,neutral,662,3,2,2,"00:07:02,839","00:07:05,257",train_data/dia662_utt3.mp4,oh actual i sorta plan,"['oh', 'actual', 'i', 'sorta', 'plan']",0.89682835,0.0120617375,0.08366445,0.0034552182,0.0039795353
6694,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",Joey,sadness,662,6,2,2,"00:07:28,573","00:07:34,411",train_data/dia662_utt6.mp4,hey 's first time i lost girl cowboy spray cologn bijan men bijan men,"['hey', ""'s"", 'first', 'time', 'i', 'lost', 'girl', 'cowboy', 'spray', 'cologn', 'bijan', 'men', 'bijan', 'men']",0.32413575,0.07321325,0.13468431,0.43941703,0.028380966
6700,"No, you're the best.",Monica,neutral,663,5,5,17,"0:14:25,323","0:14:26,908",train_data/dia663_utt5.mp4,no 're best,"['no', ""'re"", 'best']",0.6251065,0.049940873,0.22364818,0.085705794,0.015509777
6709,"Oh come on, we just had this huge fight, all right, dont I have to wait a while?",Ross,sadness,664,3,3,15,"00:16:49,425","00:16:52,635",train_data/dia664_utt3.mp4,oh come huge fight right dont i wait,"['oh', 'come', 'huge', 'fight', 'right', 'don\x92t', 'i', 'wait']",0.3017115,0.06211528,0.08193328,0.53125507,0.022870958
6726,"Okay, well yknow what, dont worry you guys, cause Im-Im gonna do this as many times as it takes to get it right.",Phoebe,neutral,665,11,4,12,"00:06:26,469","00:06:31,348",train_data/dia665_utt11.mp4,okay well yknow dont worri guy caus im-im gon na mani time take get right,"['okay', 'well', 'y\x92know', 'don\x92t', 'worri', 'guy', '\x91caus', 'i\x92m-i\x92m', 'gon', 'na', 'mani', 'time', 'take', 'get', 'right']",0.66514003,0.1203788,0.14187138,0.0355537,0.03700554
6743,Hey!,Joey,neutral,666,0,5,7,"0:11:00,451","0:11:01,035",train_data/dia666_utt0.mp4,hey,['hey'],0.69048625,0.081428126,0.10270272,0.06829765,0.057016093
6744,Hey!,Monica,neutral,666,1,5,7,"0:11:01,035","0:11:01,926",train_data/dia666_utt1.mp4,hey,['hey'],0.698123,0.078323476,0.10331252,0.07100924,0.049162332
6772,Sorry about that. So. What have you been up to?,Barry,neutral,669,0,1,2,"00:17:27,337","00:17:35,344",train_data/dia669_utt0.mp4,sorri so what,"['sorri', 'so', 'what']",0.7571131,0.064278334,0.11437499,0.03707197,0.027124615
6778,"Oh God, oh.",Rachel,anger,670,1,1,21,"00:16:06,924","00:16:08,257",train_data/dia670_utt1.mp4,oh god oh,"['oh', 'god', 'oh']",0.3615553,0.4080966,0.10116908,0.10128414,0.027673908
6785,"No, it is me!",Monica,joy,670,8,1,21,"00:16:40,165","00:16:41,916",train_data/dia670_utt8.mp4,no,['no'],0.22288711,0.051204555,0.6758613,0.024362791,0.025570171
6805,No idea!,Joey,surprise,671,11,9,21,"0:16:43,348","0:16:46,138",train_data/dia671_utt11.mp4,no idea,"['no', 'idea']",0.08368169,0.039349876,0.046693448,0.015843678,0.8143149
6806,"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".",Joey,neutral,671,12,9,21,"00:16:46,255","00:16:58,182",train_data/dia671_utt12.mp4,but guy i said die next scene i guess mean `` 're gon na get eaten bear '',"['but', 'guy', 'i', 'said', 'die', 'next', 'scene', 'i', 'guess', 'mean', '``', ""'re"", 'gon', 'na', 'get', 'eaten', 'bear', '``']",0.79802483,0.0449641,0.082955986,0.025550636,0.04847089
6819,"So umm, does it?",Rachel,neutral,672,7,4,1,"00:07:40,376","00:07:44,296",train_data/dia672_utt7.mp4,so umm,"['so', 'umm']",0.9041192,0.04910065,0.033213843,0.0017169074,0.011842797
6858,Bad things happen to me anyway.,Chandler,neutral,674,6,1,18,"0:12:32,419","0:12:34,647",train_data/dia674_utt6.mp4,bad thing happen anyway,"['bad', 'thing', 'happen', 'anyway']",0.84163606,0.022003124,0.059448324,0.03575079,0.04114248
